timestamp,src_ip,dst_ip,protocol,src_port,dst_port,packet_size,protocol_encoded,is_https,is_dns,direction,traffic_type,privacy_score,traffic_mb,carbon_estimate,packet_category,anomaly,anomaly_status
2026-06-13 23:43:57,Client_1,Client_2,UDP,53272,443,1292,2,1,0,Outgoing,Communication,65,0.0012321472167968,7.39288330078125e-05,Large,1,NORMAL
2026-06-13 23:43:57,Client_1,Client_2,UDP,53272,443,1292,2,1,0,Outgoing,Communication,65,0.0012321472167968,7.39288330078125e-05,Large,1,NORMAL
2026-06-13 23:43:57,Client_1,Client_2,UDP,53272,443,1292,2,1,0,Outgoing,Communication,65,0.0012321472167968,7.39288330078125e-05,Large,1,NORMAL
2026-06-13 23:43:57,Client_1,Client_2,UDP,53272,443,1292,2,1,0,Outgoing,Communication,65,0.0012321472167968,7.39288330078125e-05,Large,1,NORMAL
2026-06-13 23:43:57,Client_1,Client_2,UDP,53272,443,1292,2,1,0,Outgoing,Communication,65,0.0012321472167968,7.39288330078125e-05,Large,1,NORMAL
2026-06-13 23:43:57,Client_1,Client_2,UDP,53272,443,1292,2,1,0,Outgoing,Communication,65,0.0012321472167968,7.39288330078125e-05,Large,1,NORMAL
2026-06-13 23:43:57,Client_1,Client_2,UDP,53272,443,1292,2,1,0,Outgoing,Communication,65,0.0012321472167968,7.39288330078125e-05,Large,1,NORMAL
2026-06-13 23:43:57,Client_1,Client_2,UDP,53272,443,1292,2,1,0,Outgoing,Communication,65,0.0012321472167968,7.39288330078125e-05,Large,1,NORMAL
2026-06-13 23:43:57,Client_1,Client_2,UDP,53272,443,1292,2,1,0,Outgoing,Communication,65,0.0012321472167968,7.39288330078125e-05,Large,1,NORMAL
2026-06-13 23:43:57,Client_1,Client_2,UDP,53272,443,1292,2,1,0,Outgoing,Communication,65,0.0012321472167968,7.39288330078125e-05,Large,1,NORMAL
2026-06-13 23:43:57,Client_1,Client_2,UDP,53272,443,1292,2,1,0,Outgoing,Communication,65,0.0012321472167968,7.39288330078125e-05,Large,1,NORMAL
2026-06-13 23:43:57,Client_1,Client_2,UDP,53272,443,1292,2,1,0,Outgoing,Communication,65,0.0012321472167968,7.39288330078125e-05,Large,1,NORMAL
2026-06-13 23:43:57,Client_1,Client_2,UDP,53272,443,1292,2,1,0,Outgoing,Communication,65,0.0012321472167968,7.39288330078125e-05,Large,1,NORMAL
2026-06-13 23:43:57,Client_1,Client_2,UDP,53272,443,1292,2,1,0,Outgoing,Communication,65,0.0012321472167968,7.39288330078125e-05,Large,1,NORMAL
2026-06-13 23:43:57,Client_1,Client_2,UDP,53272,443,1292,2,1,0,Outgoing,Communication,65,0.0012321472167968,7.39288330078125e-05,Large,1,NORMAL
2026-06-13 23:43:57,Client_1,Client_2,UDP,53272,443,476,2,1,0,Outgoing,Browsing,75,0.0004539489746093,2.72369384765625e-05,Medium,-1,ANOMALY
2026-06-13 23:43:57,Client_2,Client_1,UDP,443,53272,69,2,1,0,Incoming,System,80,6.580352783203125e-05,3.948211669921875e-06,Small,1,NORMAL
2026-06-13 23:43:57,Client_2,Client_1,UDP,443,53272,69,2,1,0,Incoming,System,80,6.580352783203125e-05,3.948211669921875e-06,Small,1,NORMAL
2026-06-13 23:43:57,Client_2,Client_1,UDP,443,53272,69,2,1,0,Incoming,System,80,6.580352783203125e-05,3.948211669921875e-06,Small,1,NORMAL
2026-06-13 23:43:57,Client_2,Client_1,UDP,443,53272,69,2,1,0,Incoming,System,80,6.580352783203125e-05,3.948211669921875e-06,Small,1,NORMAL
2026-06-13 23:43:57,Client_2,Client_1,UDP,443,53272,69,2,1,0,Incoming,System,80,6.580352783203125e-05,3.948211669921875e-06,Small,1,NORMAL
2026-06-13 23:43:57,Client_2,Client_1,UDP,443,53272,69,2,1,0,Incoming,System,80,6.580352783203125e-05,3.948211669921875e-06,Small,1,NORMAL
2026-06-13 23:43:57,Client_2,Client_1,UDP,443,53272,69,2,1,0,Incoming,System,80,6.580352783203125e-05,3.948211669921875e-06,Small,1,NORMAL
2026-06-13 23:43:57,Client_2,Client_1,UDP,443,53272,69,2,1,0,Incoming,System,80,6.580352783203125e-05,3.948211669921875e-06,Small,1,NORMAL
2026-06-13 23:43:57,Client_2,Client_1,UDP,443,53272,69,2,1,0,Incoming,System,80,6.580352783203125e-05,3.948211669921875e-06,Small,1,NORMAL
2026-06-13 23:43:57,Client_2,Client_1,UDP,443,53272,69,2,1,0,Incoming,System,80,6.580352783203125e-05,3.948211669921875e-06,Small,1,NORMAL
2026-06-13 23:43:57,Client_2,Client_1,UDP,443,53272,69,2,1,0,Incoming,System,80,6.580352783203125e-05,3.948211669921875e-06,Small,1,NORMAL
2026-06-13 23:43:57,Client_2,Client_1,UDP,443,53272,69,2,1,0,Incoming,System,80,6.580352783203125e-05,3.948211669921875e-06,Small,1,NORMAL
2026-06-13 23:43:57,Client_2,Client_1,UDP,443,53272,69,2,1,0,Incoming,System,80,6.580352783203125e-05,3.948211669921875e-06,Small,1,NORMAL
2026-06-13 23:43:57,Client_2,Client_1,UDP,443,53272,69,2,1,0,Incoming,System,80,6.580352783203125e-05,3.948211669921875e-06,Small,1,NORMAL
2026-06-13 23:43:57,Client_2,Client_1,UDP,443,53272,69,2,1,0,Incoming,System,80,6.580352783203125e-05,3.948211669921875e-06,Small,1,NORMAL
2026-06-13 23:43:57,Client_2,Client_1,UDP,443,53272,70,2,1,0,Incoming,System,80,6.67572021484375e-05,4.00543212890625e-06,Small,1,NORMAL
2026-06-13 23:43:57,Client_2,Client_1,UDP,443,53272,748,2,1,0,Incoming,Unknown,65,0.0007133483886718,4.2800903320312496e-05,Medium,1,NORMAL
2026-06-13 23:43:57,Client_1,Client_2,UDP,53272,443,87,2,1,0,Outgoing,Browsing,75,8.296966552734375e-05,4.978179931640625e-06,Small,1,NORMAL
2026-06-13 23:43:59,Client_1,Client_3,TCP,60533,443,55,1,1,0,Outgoing,Browsing,85,5.245208740234375e-05,3.147125244140625e-06,Small,1,NORMAL
2026-06-13 23:43:59,Client_3,Client_1,TCP,443,60533,70,1,1,0,Incoming,Unknown,85,6.67572021484375e-05,4.00543212890625e-06,Small,1,NORMAL
2026-06-13 23:44:02,Client_1,Client_2,TCP,60511,443,55,1,1,0,Outgoing,Browsing,85,5.245208740234375e-05,3.147125244140625e-06,Small,1,NORMAL
2026-06-13 23:44:02,Client_2,Client_1,TCP,443,60511,70,1,1,0,Incoming,Unknown,85,6.67572021484375e-05,4.00543212890625e-06,Small,1,NORMAL
2026-06-13 23:44:06,Client_4,Client_1,TCP,443,60365,82,1,1,0,Incoming,Unknown,85,7.82012939453125e-05,4.69207763671875e-06,Small,1,NORMAL
2026-06-13 23:44:06,Client_1,Client_4,TCP,60365,443,82,1,1,0,Outgoing,Browsing,85,7.82012939453125e-05,4.69207763671875e-06,Small,1,NORMAL
2026-06-13 23:44:06,Client_4,Client_1,TCP,443,60365,58,1,1,0,Incoming,Unknown,85,5.53131103515625e-05,3.31878662109375e-06,Small,1,NORMAL
2026-06-13 23:44:07,Client_1,Client_2,UDP,53272,443,1292,2,1,0,Outgoing,Communication,65,0.0012321472167968,7.39288330078125e-05,Large,1,NORMAL
2026-06-13 23:44:07,Client_1,Client_2,UDP,53272,443,1292,2,1,0,Outgoing,Communication,65,0.0012321472167968,7.39288330078125e-05,Large,1,NORMAL
2026-06-13 23:44:07,Client_1,Client_2,UDP,53272,443,1292,2,1,0,Outgoing,Communication,65,0.0012321472167968,7.39288330078125e-05,Large,1,NORMAL
2026-06-13 23:44:07,Client_1,Client_2,UDP,53272,443,1292,2,1,0,Outgoing,Communication,65,0.0012321472167968,7.39288330078125e-05,Large,1,NORMAL
2026-06-13 23:44:07,Client_1,Client_2,UDP,53272,443,1292,2,1,0,Outgoing,Communication,65,0.0012321472167968,7.39288330078125e-05,Large,1,NORMAL
2026-06-13 23:44:07,Client_1,Client_2,UDP,53272,443,1292,2,1,0,Outgoing,Communication,65,0.0012321472167968,7.39288330078125e-05,Large,1,NORMAL
2026-06-13 23:44:07,Client_1,Client_2,UDP,53272,443,343,2,1,0,Outgoing,Browsing,75,0.0003271102905273,1.9626617431640623e-05,Medium,1,NORMAL
2026-06-13 23:44:07,Client_1,Client_2,UDP,53272,443,443,2,1,0,Outgoing,Browsing,75,0.0004224777221679,2.5348663330078123e-05,Medium,-1,ANOMALY
2026-06-13 23:44:07,Client_2,Client_1,UDP,443,53272,69,2,1,0,Incoming,System,80,6.580352783203125e-05,3.948211669921875e-06,Small,1,NORMAL
2026-06-13 23:44:07,Client_2,Client_1,UDP,443,53272,69,2,1,0,Incoming,System,80,6.580352783203125e-05,3.948211669921875e-06,Small,1,NORMAL
2026-06-13 23:44:07,Client_2,Client_1,UDP,443,53272,69,2,1,0,Incoming,System,80,6.580352783203125e-05,3.948211669921875e-06,Small,1,NORMAL
2026-06-13 23:44:07,Client_2,Client_1,UDP,443,53272,69,2,1,0,Incoming,System,80,6.580352783203125e-05,3.948211669921875e-06,Small,1,NORMAL
2026-06-13 23:44:07,Client_2,Client_1,UDP,443,53272,69,2,1,0,Incoming,System,80,6.580352783203125e-05,3.948211669921875e-06,Small,1,NORMAL
2026-06-13 23:44:07,Client_2,Client_1,UDP,443,53272,70,2,1,0,Incoming,System,80,6.67572021484375e-05,4.00543212890625e-06,Small,1,NORMAL
2026-06-13 23:44:07,Client_2,Client_1,UDP,443,53272,69,2,1,0,Incoming,System,80,6.580352783203125e-05,3.948211669921875e-06,Small,1,NORMAL
2026-06-13 23:44:07,Client_2,Client_1,UDP,443,53272,790,2,1,0,Incoming,Unknown,65,0.0007534027099609,4.520416259765625e-05,Medium,1,NORMAL
2026-06-13 23:44:08,Client_2,Client_1,UDP,443,53272,798,2,1,0,Incoming,Unknown,65,0.0007610321044921,4.5661926269531246e-05,Medium,1,NORMAL
2026-06-13 23:44:09,Client_1,Client_2,UDP,53272,443,85,2,1,0,Outgoing,Browsing,75,8.106231689453125e-05,4.863739013671875e-06,Small,1,NORMAL
2026-06-13 23:44:09,Client_1,Client_4,TCP,60365,443,145,1,1,0,Outgoing,Browsing,85,0.0001382827758789,8.296966552734374e-06,Small,1,NORMAL
2026-06-13 23:44:09,Client_4,Client_1,TCP,443,60365,58,1,1,0,Incoming,Unknown,85,5.53131103515625e-05,3.31878662109375e-06,Small,1,NORMAL
2026-06-13 23:44:09,Client_4,Client_1,TCP,443,60365,143,1,1,0,Incoming,Unknown,85,0.000136375427246,8.182525634765625e-06,Small,1,NORMAL
2026-06-13 23:44:09,Client_1,Client_4,TCP,60365,443,54,1,1,0,Outgoing,Browsing,85,5.14984130859375e-05,3.0899047851562498e-06,Small,1,NORMAL
2026-06-13 23:44:09,Client_1,Client_5,TCP,60532,443,173,1,1,0,Outgoing,Browsing,85,0.0001649856567382,9.899139404296874e-06,Small,1,NORMAL
2026-06-13 23:44:09,Client_1,Client_5,TCP,60532,443,93,1,1,0,Outgoing,Browsing,85,8.869171142578125e-05,5.321502685546875e-06,Small,1,NORMAL
2026-06-13 23:44:10,Client_1,Client_5,TCP,60532,443,1354,1,1,0,Outgoing,Communication,75,0.001291275024414,7.747650146484375e-05,Large,1,NORMAL
2026-06-13 23:44:10,Client_1,Client_5,TCP,60532,443,1354,1,1,0,Outgoing,Communication,75,0.001291275024414,7.747650146484375e-05,Large,1,NORMAL
2026-06-13 23:44:10,Client_1,Client_5,TCP,60532,443,1354,1,1,0,Outgoing,Communication,75,0.001291275024414,7.747650146484375e-05,Large,1,NORMAL
2026-06-13 23:44:10,Client_1,Client_5,TCP,60532,443,1354,1,1,0,Outgoing,Communication,75,0.001291275024414,7.747650146484375e-05,Large,1,NORMAL
2026-06-13 23:44:10,Client_1,Client_5,TCP,60532,443,1354,1,1,0,Outgoing,Communication,75,0.001291275024414,7.747650146484375e-05,Large,1,NORMAL
2026-06-13 23:44:10,Client_1,Client_5,TCP,60532,443,1354,1,1,0,Outgoing,Communication,75,0.001291275024414,7.747650146484375e-05,Large,1,NORMAL
2026-06-13 23:44:10,Client_1,Client_5,TCP,60532,443,1354,1,1,0,Outgoing,Communication,75,0.001291275024414,7.747650146484375e-05,Large,1,NORMAL
2026-06-13 23:44:10,Client_1,Client_5,TCP,60532,443,1354,1,1,0,Outgoing,Communication,75,0.001291275024414,7.747650146484375e-05,Large,1,NORMAL
2026-06-13 23:44:10,Client_1,Client_5,TCP,60532,443,1354,1,1,0,Outgoing,Communication,75,0.001291275024414,7.747650146484375e-05,Large,1,NORMAL
2026-06-13 23:44:10,Client_1,Client_5,TCP,60532,443,1354,1,1,0,Outgoing,Communication,75,0.001291275024414,7.747650146484375e-05,Large,1,NORMAL
2026-06-13 23:44:10,Client_1,Client_5,TCP,60532,443,570,1,1,0,Outgoing,Browsing,85,0.0005435943603515,3.2615661621093746e-05,Medium,-1,ANOMALY
2026-06-13 23:44:10,Client_5,Client_1,TCP,443,60532,58,1,1,0,Incoming,Unknown,85,5.53131103515625e-05,3.31878662109375e-06,Small,1,NORMAL
2026-06-13 23:44:10,Client_5,Client_1,TCP,443,60532,97,1,1,0,Incoming,Unknown,85,9.250640869140624e-05,5.5503845214843744e-06,Small,1,NORMAL
2026-06-13 23:44:10,Client_5,Client_1,TCP,443,60532,58,1,1,0,Incoming,Unknown,85,5.53131103515625e-05,3.31878662109375e-06,Small,1,NORMAL
2026-06-13 23:44:10,Client_5,Client_1,TCP,443,60532,58,1,1,0,Incoming,Unknown,85,5.53131103515625e-05,3.31878662109375e-06,Small,1,NORMAL
2026-06-13 23:44:10,Client_5,Client_1,TCP,443,60532,58,1,1,0,Incoming,Unknown,85,5.53131103515625e-05,3.31878662109375e-06,Small,1,NORMAL
2026-06-13 23:44:10,Client_5,Client_1,TCP,443,60532,58,1,1,0,Incoming,Unknown,85,5.53131103515625e-05,3.31878662109375e-06,Small,1,NORMAL
2026-06-13 23:44:10,Client_5,Client_1,TCP,443,60532,58,1,1,0,Incoming,Unknown,85,5.53131103515625e-05,3.31878662109375e-06,Small,1,NORMAL
2026-06-13 23:44:10,Client_1,Client_5,TCP,60532,443,54,1,1,0,Outgoing,Browsing,85,5.14984130859375e-05,3.0899047851562498e-06,Small,1,NORMAL
2026-06-13 23:44:10,Client_5,Client_1,TCP,443,60532,157,1,1,0,Incoming,Unknown,85,0.0001497268676757,8.983612060546875e-06,Small,1,NORMAL
2026-06-13 23:44:10,Client_1,Client_5,TCP,60532,443,89,1,1,0,Outgoing,Browsing,85,8.487701416015625e-05,5.092620849609375e-06,Small,1,NORMAL
2026-06-13 23:44:10,Client_1,Client_5,TCP,60532,443,89,1,1,0,Outgoing,Browsing,85,8.487701416015625e-05,5.092620849609375e-06,Small,1,NORMAL
2026-06-13 23:44:10,Client_5,Client_1,TCP,443,60532,58,1,1,0,Incoming,Unknown,85,5.53131103515625e-05,3.31878662109375e-06,Small,1,NORMAL
2026-06-13 23:44:10,Client_5,Client_1,TCP,443,60532,70,1,1,0,Incoming,Unknown,85,6.67572021484375e-05,4.00543212890625e-06,Small,1,NORMAL
2026-06-13 23:44:11,Client_1,Client_5,TCP,60532,443,172,1,1,0,Outgoing,Browsing,85,0.0001640319824218,9.8419189453125e-06,Small,1,NORMAL
2026-06-13 23:44:11,Client_1,Client_5,TCP,60532,443,1354,1,1,0,Outgoing,Communication,75,0.001291275024414,7.747650146484375e-05,Large,1,NORMAL
2026-06-13 23:44:11,Client_1,Client_5,TCP,60532,443,1354,1,1,0,Outgoing,Communication,75,0.001291275024414,7.747650146484375e-05,Large,1,NORMAL
2026-06-13 23:44:12,Client_1,Client_5,TCP,60532,443,1354,1,1,0,Outgoing,Communication,75,0.001291275024414,7.747650146484375e-05,Large,1,NORMAL
2026-06-13 23:44:12,Client_1,Client_5,TCP,60532,443,1354,1,1,0,Outgoing,Communication,75,0.001291275024414,7.747650146484375e-05,Large,1,NORMAL
2026-06-13 23:44:12,Client_1,Client_5,TCP,60532,443,1354,1,1,0,Outgoing,Communication,75,0.001291275024414,7.747650146484375e-05,Large,1,NORMAL
2026-06-13 23:44:12,Client_1,Client_5,TCP,60532,443,1354,1,1,0,Outgoing,Communication,75,0.001291275024414,7.747650146484375e-05,Large,1,NORMAL
2026-06-13 23:44:12,Client_1,Client_5,TCP,60532,443,1354,1,1,0,Outgoing,Communication,75,0.001291275024414,7.747650146484375e-05,Large,1,NORMAL
2026-06-13 23:44:12,Client_1,Client_5,TCP,60532,443,1354,1,1,0,Outgoing,Communication,75,0.001291275024414,7.747650146484375e-05,Large,1,NORMAL
