timestamp,src_ip,dst_ip,protocol,src_port,dst_port,packet_size
2026-06-13 23:43:57,Client_1,Client_2,UDP,53272,443,1292
2026-06-13 23:43:57,Client_1,Client_2,UDP,53272,443,1292
2026-06-13 23:43:57,Client_1,Client_2,UDP,53272,443,1292
2026-06-13 23:43:57,Client_1,Client_2,UDP,53272,443,1292
2026-06-13 23:43:57,Client_1,Client_2,UDP,53272,443,1292
2026-06-13 23:43:57,Client_1,Client_2,UDP,53272,443,1292
2026-06-13 23:43:57,Client_1,Client_2,UDP,53272,443,1292
2026-06-13 23:43:57,Client_1,Client_2,UDP,53272,443,1292
2026-06-13 23:43:57,Client_1,Client_2,UDP,53272,443,1292
2026-06-13 23:43:57,Client_1,Client_2,UDP,53272,443,1292
2026-06-13 23:43:57,Client_1,Client_2,UDP,53272,443,1292
2026-06-13 23:43:57,Client_1,Client_2,UDP,53272,443,1292
2026-06-13 23:43:57,Client_1,Client_2,UDP,53272,443,1292
2026-06-13 23:43:57,Client_1,Client_2,UDP,53272,443,1292
2026-06-13 23:43:57,Client_1,Client_2,UDP,53272,443,1292
2026-06-13 23:43:57,Client_1,Client_2,UDP,53272,443,476
2026-06-13 23:43:57,Client_2,Client_1,UDP,443,53272,69
2026-06-13 23:43:57,Client_2,Client_1,UDP,443,53272,69
2026-06-13 23:43:57,Client_2,Client_1,UDP,443,53272,69
2026-06-13 23:43:57,Client_2,Client_1,UDP,443,53272,69
2026-06-13 23:43:57,Client_2,Client_1,UDP,443,53272,69
2026-06-13 23:43:57,Client_2,Client_1,UDP,443,53272,69
2026-06-13 23:43:57,Client_2,Client_1,UDP,443,53272,69
2026-06-13 23:43:57,Client_2,Client_1,UDP,443,53272,69
2026-06-13 23:43:57,Client_2,Client_1,UDP,443,53272,69
2026-06-13 23:43:57,Client_2,Client_1,UDP,443,53272,69
2026-06-13 23:43:57,Client_2,Client_1,UDP,443,53272,69
2026-06-13 23:43:57,Client_2,Client_1,UDP,443,53272,69
2026-06-13 23:43:57,Client_2,Client_1,UDP,443,53272,69
2026-06-13 23:43:57,Client_2,Client_1,UDP,443,53272,69
2026-06-13 23:43:57,Client_2,Client_1,UDP,443,53272,69
2026-06-13 23:43:57,Client_2,Client_1,UDP,443,53272,70
2026-06-13 23:43:57,Client_2,Client_1,UDP,443,53272,748
2026-06-13 23:43:57,Client_1,Client_2,UDP,53272,443,87
2026-06-13 23:43:59,Client_1,Client_3,TCP,60533,443,55
2026-06-13 23:43:59,Client_3,Client_1,TCP,443,60533,70
2026-06-13 23:44:02,Client_1,Client_2,TCP,60511,443,55
2026-06-13 23:44:02,Client_2,Client_1,TCP,443,60511,70
2026-06-13 23:44:06,Client_4,Client_1,TCP,443,60365,82
2026-06-13 23:44:06,Client_1,Client_4,TCP,60365,443,82
2026-06-13 23:44:06,Client_4,Client_1,TCP,443,60365,58
2026-06-13 23:44:07,Client_1,Client_2,UDP,53272,443,1292
2026-06-13 23:44:07,Client_1,Client_2,UDP,53272,443,1292
2026-06-13 23:44:07,Client_1,Client_2,UDP,53272,443,1292
2026-06-13 23:44:07,Client_1,Client_2,UDP,53272,443,1292
2026-06-13 23:44:07,Client_1,Client_2,UDP,53272,443,1292
2026-06-13 23:44:07,Client_1,Client_2,UDP,53272,443,1292
2026-06-13 23:44:07,Client_1,Client_2,UDP,53272,443,343
2026-06-13 23:44:07,Client_1,Client_2,UDP,53272,443,443
2026-06-13 23:44:07,Client_2,Client_1,UDP,443,53272,69
2026-06-13 23:44:07,Client_2,Client_1,UDP,443,53272,69
2026-06-13 23:44:07,Client_2,Client_1,UDP,443,53272,69
2026-06-13 23:44:07,Client_2,Client_1,UDP,443,53272,69
2026-06-13 23:44:07,Client_2,Client_1,UDP,443,53272,69
2026-06-13 23:44:07,Client_2,Client_1,UDP,443,53272,70
2026-06-13 23:44:07,Client_2,Client_1,UDP,443,53272,69
2026-06-13 23:44:07,Client_2,Client_1,UDP,443,53272,790
2026-06-13 23:44:08,Client_2,Client_1,UDP,443,53272,798
2026-06-13 23:44:09,Client_1,Client_2,UDP,53272,443,85
2026-06-13 23:44:09,Client_1,Client_4,TCP,60365,443,145
2026-06-13 23:44:09,Client_4,Client_1,TCP,443,60365,58
2026-06-13 23:44:09,Client_4,Client_1,TCP,443,60365,143
2026-06-13 23:44:09,Client_1,Client_4,TCP,60365,443,54
2026-06-13 23:44:09,Client_1,Client_5,TCP,60532,443,173
2026-06-13 23:44:09,Client_1,Client_5,TCP,60532,443,93
2026-06-13 23:44:10,Client_1,Client_5,TCP,60532,443,1354
2026-06-13 23:44:10,Client_1,Client_5,TCP,60532,443,1354
2026-06-13 23:44:10,Client_1,Client_5,TCP,60532,443,1354
2026-06-13 23:44:10,Client_1,Client_5,TCP,60532,443,1354
2026-06-13 23:44:10,Client_1,Client_5,TCP,60532,443,1354
2026-06-13 23:44:10,Client_1,Client_5,TCP,60532,443,1354
2026-06-13 23:44:10,Client_1,Client_5,TCP,60532,443,1354
2026-06-13 23:44:10,Client_1,Client_5,TCP,60532,443,1354
2026-06-13 23:44:10,Client_1,Client_5,TCP,60532,443,1354
2026-06-13 23:44:10,Client_1,Client_5,TCP,60532,443,1354
2026-06-13 23:44:10,Client_1,Client_5,TCP,60532,443,570
2026-06-13 23:44:10,Client_5,Client_1,TCP,443,60532,58
2026-06-13 23:44:10,Client_5,Client_1,TCP,443,60532,97
2026-06-13 23:44:10,Client_5,Client_1,TCP,443,60532,58
2026-06-13 23:44:10,Client_5,Client_1,TCP,443,60532,58
2026-06-13 23:44:10,Client_5,Client_1,TCP,443,60532,58
2026-06-13 23:44:10,Client_5,Client_1,TCP,443,60532,58
2026-06-13 23:44:10,Client_5,Client_1,TCP,443,60532,58
